 6.229781e+004  2.863349e+007  0.000000e+000  3.800734e+008  8.620058e+007  0.000000e+000 
 6.274348e+004  2.863352e+007  0.000000e+000  3.800371e+008  8.643937e+007  0.000000e+000 
 6.319100e+004  2.863355e+007  0.000000e+000  3.800007e+008  8.667813e+007  0.000000e+000 
 6.364037e+004  2.863359e+007  0.000000e+000  3.799642e+008  8.691688e+007  0.000000e+000 
 6.409158e+004  2.863362e+007  0.000000e+000  3.799275e+008  8.715560e+007  0.000000e+000 
 6.454463e+004  2.863366e+007  0.000000e+000  3.798906e+008  8.739430e+007  0.000000e+000 
 6.499953e+004  2.863369e+007  0.000000e+000  3.798536e+008  8.763297e+007  0.000000e+000 
 6.545628e+004  2.863373e+007  0.000000e+000  3.798165e+008  8.787162e+007  0.000000e+000 
 6.591486e+004  2.863376e+007  0.000000e+000  3.797792e+008  8.811025e+007  0.000000e+000 
 6.637530e+004  2.863380e+007  0.000000e+000  3.797417e+008  8.834885e+007  0.000000e+000 
 6.683757e+004  2.863383e+007  0.000000e+000  3.797041e+008  8.858743e+007  0.000000e+000 
 6.730169e+004  2.863387e+007  0.000000e+000  3.796664e+008  8.882599e+007  0.000000e+000 
 6.776765e+004  2.863391e+007  0.000000e+000  3.796285e+008  8.906453e+007  0.000000e+000 
 6.823546e+004  2.863394e+007  0.000000e+000  3.795904e+008  8.930304e+007  0.000000e+000 
 6.870510e+004  2.863398e+007  0.000000e+000  3.795522e+008  8.954152e+007  0.000000e+000 
 6.917659e+004  2.863402e+007  0.000000e+000  3.795139e+008  8.977998e+007  0.000000e+000 
 6.964993e+004  2.863406e+007  0.000000e+000  3.794754e+008  9.001842e+007  0.000000e+000 
 7.012510e+004  2.863409e+007  0.000000e+000  3.794367e+008  9.025683e+007  0.000000e+000 
 7.060212e+004  2.863413e+007  0.000000e+000  3.793979e+008  9.049522e+007  0.000000e+000 
 7.108098e+004  2.863417e+007  0.000000e+000  3.793590e+008  9.073359e+007  0.000000e+000 
 7.156168e+004  2.863421e+007  0.000000e+000  3.793199e+008  9.097193e+007  0.000000e+000 
 7.204423e+004  2.863425e+007  0.000000e+000  3.792806e+008  9.121024e+007  0.000000e+000 
 7.252861e+004  2.863429e+007  0.000000e+000  3.792412e+008  9.144853e+007  0.000000e+000 
 7.301484e+004  2.863433e+007  0.000000e+000  3.792017e+008  9.168680e+007  0.000000e+000 
 7.350291e+004  2.863437e+007  0.000000e+000  3.791620e+008  9.192504e+007  0.000000e+000 
 7.399281e+004  2.863441e+007  0.000000e+000  3.791221e+008  9.216325e+007  0.000000e+000 
 7.448456e+004  2.863445e+007  0.000000e+000  3.790821e+008  9.240144e+007  0.000000e+000 
 7.497815e+004  2.863449e+007  0.000000e+000  3.790420e+008  9.263961e+007  0.000000e+000 
 7.547358e+004  2.863453e+007  0.000000e+000  3.790017e+008  9.287775e+007  0.000000e+000 
 7.597085e+004  2.863458e+007  0.000000e+000  3.789612e+008  9.311586e+007  0.000000e+000 
 7.646996e+004  2.863462e+007  0.000000e+000  3.789206e+008  9.335395e+007  0.000000e+000 
 7.697091e+004  2.863466e+007  0.000000e+000  3.788799e+008  9.359202e+007  0.000000e+000 
 7.747370e+004  2.863470e+007  0.000000e+000  3.788390e+008  9.383006e+007  0.000000e+000 
 7.797833e+004  2.863475e+007  0.000000e+000  3.787979e+008  9.406807e+007  0.000000e+000 
 7.848480e+004  2.863479e+007  0.000000e+000  3.787567e+008  9.430606e+007  0.000000e+000 
 7.899311e+004  2.863483e+007  0.000000e+000  3.787154e+008  9.454402e+007  0.000000e+000 
 7.950325e+004  2.863488e+007  0.000000e+000  3.786739e+008  9.478195e+007  0.000000e+000 
 8.001524e+004  2.863492e+007  0.000000e+000  3.786323e+008  9.501986e+007  0.000000e+000 
 8.052906e+004  2.863497e+007  0.000000e+000  3.785905e+008  9.525774e+007  0.000000e+000 
 8.104472e+004  2.863501e+007  0.000000e+000  3.785485e+008  9.549560e+007  0.000000e+000 
 8.156222e+004  2.863506e+007  0.000000e+000  3.785064e+008  9.573343e+007  0.000000e+000 
 8.208156e+004  2.863510e+007  0.000000e+000  3.784642e+008  9.597123e+007  0.000000e+000 
 8.260273e+004  2.863515e+007  0.000000e+000  3.784218e+008  9.620901e+007  0.000000e+000 
 8.312574e+004  2.863519e+007  0.000000e+000  3.783793e+008  9.644676e+007  0.000000e+000 
