           h                   log(h)                     E(h)
2.247191e-004 -8.400659e+000 2.522035e-004
2.252252e-004 -8.398410e+000 2.527716e-004
2.257336e-004 -8.396155e+000 2.533423e-004
2.262443e-004 -8.393895e+000 2.539155e-004
2.267574e-004 -8.391630e+000 2.544914e-004
2.272727e-004 -8.389360e+000 2.550698e-004
2.277904e-004 -8.387085e+000 2.556509e-004
2.283105e-004 -8.384804e+000 2.562346e-004
2.288330e-004 -8.382518e+000 2.568211e-004
2.293578e-004 -8.380227e+000 2.574102e-004
2.298851e-004 -8.377931e+000 2.580020e-004
2.304147e-004 -8.375630e+000 2.585965e-004
2.309469e-004 -8.373323e+000 2.591938e-004
2.314815e-004 -8.371011e+000 2.597939e-004
2.320186e-004 -8.368693e+000 2.603967e-004
2.325581e-004 -8.366370e+000 2.610023e-004
2.331002e-004 -8.364042e+000 2.616108e-004
2.336449e-004 -8.361708e+000 2.622221e-004
2.341920e-004 -8.359369e+000 2.628363e-004
2.347418e-004 -8.357024e+000 2.634534e-004
2.352941e-004 -8.354674e+000 2.640733e-004
2.358491e-004 -8.352319e+000 2.646962e-004
2.364066e-004 -8.349957e+000 2.653220e-004
2.369668e-004 -8.347590e+000 2.659508e-004
2.375297e-004 -8.345218e+000 2.665826e-004
2.380952e-004 -8.342840e+000 2.672174e-004
2.386635e-004 -8.340456e+000 2.678552e-004
2.392344e-004 -8.338067e+000 2.684961e-004
2.398082e-004 -8.335671e+000 2.691401e-004
2.403846e-004 -8.333270e+000 2.697871e-004
2.409639e-004 -8.330864e+000 2.704373e-004
2.415459e-004 -8.328451e+000 2.710906e-004
2.421308e-004 -8.326033e+000 2.717471e-004
2.427184e-004 -8.323608e+000 2.724067e-004
2.433090e-004 -8.321178e+000 2.730696e-004
2.439024e-004 -8.318742e+000 2.737357e-004
2.444988e-004 -8.316300e+000 2.744051e-004
2.450980e-004 -8.313852e+000 2.750777e-004
2.457002e-004 -8.311398e+000 2.757536e-004
2.463054e-004 -8.308938e+000 2.764329e-004
2.469136e-004 -8.306472e+000 2.771156e-004
2.475248e-004 -8.304000e+000 2.778016e-004
2.481390e-004 -8.301522e+000 2.784910e-004
2.487562e-004 -8.299037e+000 2.791838e-004
2.493766e-004 -8.296547e+000 2.798801e-004
2.500000e-004 -8.294050e+000 2.805799e-004
2.506266e-004 -8.291547e+000 2.812832e-004
2.512563e-004 -8.289037e+000 2.819900e-004
2.518892e-004 -8.286521e+000 2.827004e-004
2.525253e-004 -8.283999e+000 2.834144e-004
2.531646e-004 -8.281471e+000 2.841320e-004
2.538071e-004 -8.278936e+000 2.848532e-004
2.544529e-004 -8.276395e+000 2.855782e-004
2.551020e-004 -8.273847e+000 2.863068e-004
2.557545e-004 -8.271293e+000 2.870391e-004
2.564103e-004 -8.268732e+000 2.877752e-004
2.570694e-004 -8.266164e+000 2.885151e-004
2.577320e-004 -8.263590e+000 2.892588e-004
2.583979e-004 -8.261010e+000 2.900063e-004
2.590674e-004 -8.258422e+000 2.907577e-004
2.597403e-004 -8.255828e+000 2.915130e-004
2.604167e-004 -8.253228e+000 2.922723e-004
2.610966e-004 -8.250620e+000 2.930355e-004
2.617801e-004 -8.248006e+000 2.938027e-004
2.624672e-004 -8.245384e+000 2.945739e-004
2.631579e-004 -8.242756e+000 2.953492e-004
2.638522e-004 -8.240121e+000 2.961286e-004
2.645503e-004 -8.237479e+000 2.969121e-004
2.652520e-004 -8.234830e+000 2.976998e-004
2.659574e-004 -8.232174e+000 2.984916e-004
2.666667e-004 -8.229511e+000 2.992877e-004
2.673797e-004 -8.226841e+000 3.000880e-004
2.680965e-004 -8.224164e+000 3.008927e-004
2.688172e-004 -8.221479e+000 3.017016e-004
2.695418e-004 -8.218787e+000 3.025150e-004
2.702703e-004 -8.216088e+000 3.033327e-004
2.710027e-004 -8.213382e+000 3.041548e-004
2.717391e-004 -8.210668e+000 3.049814e-004
2.724796e-004 -8.207947e+000 3.058126e-004
2.732240e-004 -8.205218e+000 3.066482e-004
2.739726e-004 -8.202482e+000 3.074885e-004
2.747253e-004 -8.199739e+000 3.083333e-004
2.754821e-004 -8.196988e+000 3.091828e-004
2.762431e-004 -8.194229e+000 3.100371e-004
2.770083e-004 -8.191463e+000 3.108960e-004
2.777778e-004 -8.188689e+000 3.117597e-004
2.785515e-004 -8.185907e+000 3.126283e-004
2.793296e-004 -8.183118e+000 3.135016e-004
2.801120e-004 -8.180321e+000 3.143799e-004
2.808989e-004 -8.177516e+000 3.152631e-004
2.816901e-004 -8.174703e+000 3.161513e-004
2.824859e-004 -8.171882e+000 3.170445e-004
2.832861e-004 -8.169053e+000 3.179428e-004
2.840909e-004 -8.166216e+000 3.188462e-004
2.849003e-004 -8.163371e+000 3.197547e-004
2.857143e-004 -8.160518e+000 3.206684e-004
2.865330e-004 -8.157657e+000 3.215873e-004
2.873563e-004 -8.154788e+000 3.225116e-004
2.881844e-004 -8.151910e+000 3.234411e-004
2.890173e-004 -8.149024e+000 3.243761e-004
2.898551e-004 -8.146130e+000 3.253164e-004
2.906977e-004 -8.143227e+000 3.262622e-004
2.915452e-004 -8.140316e+000 3.272136e-004
2.923977e-004 -8.137396e+000 3.281705e-004
2.932551e-004 -8.134468e+000 3.291330e-004
2.941176e-004 -8.131531e+000 3.301012e-004
2.949853e-004 -8.128585e+000 3.310751e-004
2.958580e-004 -8.125631e+000 3.320547e-004
2.967359e-004 -8.122668e+000 3.330402e-004
2.976190e-004 -8.119696e+000 3.340315e-004
2.985075e-004 -8.116716e+000 3.350288e-004
2.994012e-004 -8.113726e+000 3.360320e-004
3.003003e-004 -8.110728e+000 3.370413e-004
3.012048e-004 -8.107720e+000 3.380566e-004
3.021148e-004 -8.104703e+000 3.390781e-004
3.030303e-004 -8.101678e+000 3.401057e-004
3.039514e-004 -8.098643e+000 3.411396e-004
3.048780e-004 -8.095599e+000 3.421799e-004
3.058104e-004 -8.092545e+000 3.432264e-004
3.067485e-004 -8.089482e+000 3.442794e-004
3.076923e-004 -8.086410e+000 3.453389e-004
3.086420e-004 -8.083329e+000 3.464049e-004
3.095975e-004 -8.080237e+000 3.474776e-004
3.105590e-004 -8.077137e+000 3.485569e-004
3.115265e-004 -8.074026e+000 3.496429e-004
3.125000e-004 -8.070906e+000 3.507357e-004
3.134796e-004 -8.067776e+000 3.518353e-004
3.144654e-004 -8.064636e+000 3.529419e-004
3.154574e-004 -8.061487e+000 3.540554e-004
3.164557e-004 -8.058327e+000 3.551761e-004
3.174603e-004 -8.055158e+000 3.563038e-004
3.184713e-004 -8.051978e+000 3.574387e-004
3.194888e-004 -8.048788e+000 3.585808e-004
3.205128e-004 -8.045588e+000 3.597303e-004
3.215434e-004 -8.042378e+000 3.608872e-004
3.225806e-004 -8.039157e+000 3.620515e-004
3.236246e-004 -8.035926e+000 3.632234e-004
3.246753e-004 -8.032685e+000 3.644029e-004
3.257329e-004 -8.029433e+000 3.655900e-004
3.267974e-004 -8.026170e+000 3.667850e-004
3.278689e-004 -8.022897e+000 3.679877e-004
3.289474e-004 -8.019613e+000 3.691984e-004
3.300330e-004 -8.016318e+000 3.704171e-004
3.311258e-004 -8.013012e+000 3.716438e-004
3.322259e-004 -8.009695e+000 3.728787e-004
3.333333e-004 -8.006368e+000 3.741219e-004
3.344482e-004 -8.003029e+000 3.753733e-004
3.355705e-004 -7.999679e+000 3.766332e-004
3.367003e-004 -7.996317e+000 3.779015e-004
3.378378e-004 -7.992945e+000 3.791784e-004
3.389831e-004 -7.989560e+000 3.804640e-004
3.401361e-004 -7.986165e+000 3.817583e-004
3.412969e-004 -7.982758e+000 3.830614e-004
3.424658e-004 -7.979339e+000 3.843735e-004
3.436426e-004 -7.975908e+000 3.856946e-004
3.448276e-004 -7.972466e+000 3.870248e-004
3.460208e-004 -7.969012e+000 3.883642e-004
3.472222e-004 -7.965546e+000 3.897129e-004
3.484321e-004 -7.962067e+000 3.910711e-004
3.496503e-004 -7.958577e+000 3.924387e-004
3.508772e-004 -7.955074e+000 3.938159e-004
3.521127e-004 -7.951559e+000 3.952028e-004
3.533569e-004 -7.948032e+000 3.965995e-004
3.546099e-004 -7.944492e+000 3.980061e-004
3.558719e-004 -7.940940e+000 3.994228e-004
3.571429e-004 -7.937375e+000 4.008495e-004
3.584229e-004 -7.933797e+000 4.022865e-004
3.597122e-004 -7.930206e+000 4.037339e-004
3.610108e-004 -7.926603e+000 4.051916e-004
3.623188e-004 -7.922986e+000 4.066600e-004
3.636364e-004 -7.919356e+000 4.081390e-004
3.649635e-004 -7.915713e+000 4.096288e-004
3.663004e-004 -7.912057e+000 4.111296e-004
3.676471e-004 -7.908387e+000 4.126414e-004
3.690037e-004 -7.904704e+000 4.141643e-004
3.703704e-004 -7.901007e+000 4.156985e-004
3.717472e-004 -7.897296e+000 4.172442e-004
3.731343e-004 -7.893572e+000 4.188013e-004
3.745318e-004 -7.889834e+000 4.203702e-004
3.759398e-004 -7.886081e+000 4.219508e-004
3.773585e-004 -7.882315e+000 4.235433e-004
3.787879e-004 -7.878534e+000 4.251480e-004
3.802281e-004 -7.874739e+000 4.267648e-004
3.816794e-004 -7.870930e+000 4.283940e-004
3.831418e-004 -7.867106e+000 4.300357e-004
3.846154e-004 -7.863267e+000 4.316899e-004
3.861004e-004 -7.859413e+000 4.333570e-004
3.875969e-004 -7.855545e+000 4.350370e-004
3.891051e-004 -7.851661e+000 4.367301e-004
3.906250e-004 -7.847763e+000 4.384364e-004
3.921569e-004 -7.843849e+000 4.401561e-004
3.937008e-004 -7.839919e+000 4.418893e-004
3.952569e-004 -7.835975e+000 4.436363e-004
3.968254e-004 -7.832014e+000 4.453971e-004
3.984064e-004 -7.828038e+000 4.471719e-004
4.000000e-004 -7.824046e+000 4.489609e-004
4.016064e-004 -7.820038e+000 4.507643e-004
4.032258e-004 -7.816014e+000 4.525823e-004
4.048583e-004 -7.811973e+000 4.544150e-004
4.065041e-004 -7.807917e+000 4.562626e-004
4.081633e-004 -7.803843e+000 4.581252e-004
4.098361e-004 -7.799753e+000 4.600032e-004
4.115226e-004 -7.795647e+000 4.618966e-004
4.132231e-004 -7.791523e+000 4.638056e-004
4.149378e-004 -7.787382e+000 4.657305e-004
4.166667e-004 -7.783224e+000 4.676715e-004
4.184100e-004 -7.779049e+000 4.696287e-004
4.201681e-004 -7.774856e+000 4.716023e-004
4.219409e-004 -7.770645e+000 4.735926e-004
4.237288e-004 -7.766417e+000 4.755997e-004
4.255319e-004 -7.762171e+000 4.776240e-004
4.273504e-004 -7.757906e+000 4.796656e-004
4.291845e-004 -7.753624e+000 4.817246e-004
4.310345e-004 -7.749322e+000 4.838015e-004
4.329004e-004 -7.745003e+000 4.858963e-004
4.347826e-004 -7.740664e+000 4.880093e-004
4.366812e-004 -7.736307e+000 4.901408e-004
4.385965e-004 -7.731931e+000 4.922911e-004
4.405286e-004 -7.727535e+000 4.944602e-004
4.424779e-004 -7.723120e+000 4.966486e-004
4.444444e-004 -7.718685e+000 4.988564e-004
4.464286e-004 -7.714231e+000 5.010839e-004
4.484305e-004 -7.709757e+000 5.033314e-004
4.504505e-004 -7.705262e+000 5.055992e-004
4.524887e-004 -7.700748e+000 5.078874e-004
4.545455e-004 -7.696213e+000 5.101965e-004
4.566210e-004 -7.691657e+000 5.125267e-004
4.587156e-004 -7.687080e+000 5.148783e-004
4.608295e-004 -7.682482e+000 5.172515e-004
4.629630e-004 -7.677864e+000 5.196468e-004
4.651163e-004 -7.673223e+000 5.220643e-004
4.672897e-004 -7.668561e+000 5.245044e-004
4.694836e-004 -7.663877e+000 5.269674e-004
4.716981e-004 -7.659171e+000 5.294537e-004
4.739336e-004 -7.654443e+000 5.319635e-004
4.761905e-004 -7.649693e+000 5.344973e-004
4.784689e-004 -7.644919e+000 5.370553e-004
4.807692e-004 -7.640123e+000 5.396379e-004
4.830918e-004 -7.635304e+000 5.422455e-004
4.854369e-004 -7.630461e+000 5.448783e-004
4.878049e-004 -7.625595e+000 5.475369e-004
4.901961e-004 -7.620705e+000 5.502216e-004
4.926108e-004 -7.615791e+000 5.529327e-004
4.950495e-004 -7.610853e+000 5.556706e-004
4.975124e-004 -7.605890e+000 5.584358e-004
5.000000e-004 -7.600902e+000 5.612287e-004
5.025126e-004 -7.595890e+000 5.640496e-004
5.050505e-004 -7.590852e+000 5.668991e-004
5.076142e-004 -7.585789e+000 5.697775e-004
5.102041e-004 -7.580700e+000 5.726852e-004
5.128205e-004 -7.575585e+000 5.756228e-004
5.154639e-004 -7.570443e+000 5.785907e-004
5.181347e-004 -7.565275e+000 5.815893e-004
5.208333e-004 -7.560080e+000 5.846192e-004
5.235602e-004 -7.554859e+000 5.876808e-004
5.263158e-004 -7.549609e+000 5.907747e-004
5.291005e-004 -7.544332e+000 5.939013e-004
5.319149e-004 -7.539027e+000 5.970612e-004
5.347594e-004 -7.533694e+000 6.002548e-004
5.376344e-004 -7.528332e+000 6.034829e-004
5.405405e-004 -7.522941e+000 6.067458e-004
5.434783e-004 -7.517521e+000 6.100442e-004
5.464481e-004 -7.512071e+000 6.133787e-004
5.494505e-004 -7.506592e+000 6.167498e-004
5.524862e-004 -7.501082e+000 6.201582e-004
5.555556e-004 -7.495542e+000 6.236044e-004
5.586592e-004 -7.489971e+000 6.270892e-004
5.617978e-004 -7.484369e+000 6.306132e-004
5.649718e-004 -7.478735e+000 6.341769e-004
5.681818e-004 -7.473069e+000 6.377812e-004
5.714286e-004 -7.467371e+000 6.414267e-004
5.747126e-004 -7.461640e+000 6.451141e-004
5.780347e-004 -7.455877e+000 6.488441e-004
5.813953e-004 -7.450080e+000 6.526176e-004
5.847953e-004 -7.444249e+000 6.564351e-004
5.882353e-004 -7.438384e+000 6.602976e-004
5.917160e-004 -7.432484e+000 6.642059e-004
5.952381e-004 -7.426549e+000 6.681606e-004
5.988024e-004 -7.420579e+000 6.721627e-004
6.024096e-004 -7.414573e+000 6.762131e-004
6.060606e-004 -7.408531e+000 6.803126e-004
6.097561e-004 -7.402452e+000 6.844621e-004
6.134969e-004 -7.396335e+000 6.886625e-004
6.172840e-004 -7.390181e+000 6.929148e-004
6.211180e-004 -7.383989e+000 6.972199e-004
6.250000e-004 -7.377759e+000 7.015789e-004
6.289308e-004 -7.371489e+000 7.059927e-004
6.329114e-004 -7.365180e+000 7.104624e-004
6.369427e-004 -7.358831e+000 7.149890e-004
6.410256e-004 -7.352441e+000 7.195737e-004
6.451613e-004 -7.346010e+000 7.242176e-004
6.493506e-004 -7.339538e+000 7.289218e-004
6.535948e-004 -7.333023e+000 7.336875e-004
6.578947e-004 -7.326466e+000 7.385160e-004
6.622517e-004 -7.319865e+000 7.434084e-004
6.666667e-004 -7.313220e+000 7.483661e-004
6.711409e-004 -7.306531e+000 7.533903e-004
6.756757e-004 -7.299797e+000 7.584825e-004
6.802721e-004 -7.293018e+000 7.636440e-004
6.849315e-004 -7.286192e+000 7.688761e-004
6.896552e-004 -7.279319e+000 7.741805e-004
6.944444e-004 -7.272398e+000 7.795586e-004
6.993007e-004 -7.265430e+000 7.850119e-004
7.042254e-004 -7.258412e+000 7.905421e-004
7.092199e-004 -7.251345e+000 7.961507e-004
7.142857e-004 -7.244228e+000 8.018395e-004
7.194245e-004 -7.237059e+000 8.076102e-004
7.246377e-004 -7.229839e+000 8.134645e-004
7.299270e-004 -7.222566e+000 8.194043e-004
7.352941e-004 -7.215240e+000 8.254315e-004
7.407407e-004 -7.207860e+000 8.315481e-004
7.462687e-004 -7.200425e+000 8.377559e-004
7.518797e-004 -7.192934e+000 8.440571e-004
7.575758e-004 -7.185387e+000 8.504539e-004
7.633588e-004 -7.177782e+000 8.569483e-004
7.692308e-004 -7.170120e+000 8.635427e-004
7.751938e-004 -7.162397e+000 8.702394e-004
7.812500e-004 -7.154615e+000 8.770407e-004
7.874016e-004 -7.146772e+000 8.839492e-004
7.936508e-004 -7.138867e+000 8.909674e-004
8.000000e-004 -7.130899e+000 8.980980e-004
8.064516e-004 -7.122867e+000 9.053436e-004
8.130081e-004 -7.114769e+000 9.127070e-004
8.196721e-004 -7.106606e+000 9.201912e-004
8.264463e-004 -7.098376e+000 9.277992e-004
8.333333e-004 -7.090077e+000 9.355340e-004
8.403361e-004 -7.081709e+000 9.433989e-004
8.474576e-004 -7.073270e+000 9.513971e-004
8.547009e-004 -7.064759e+000 9.595321e-004
8.620690e-004 -7.056175e+000 9.678074e-004
8.695652e-004 -7.047517e+000 9.762267e-004
8.771930e-004 -7.038784e+000 9.847938e-004
8.849558e-004 -7.029973e+000 9.935125e-004
8.928571e-004 -7.021084e+000 1.002387e-003
9.009009e-004 -7.012115e+000 1.011422e-003
9.090909e-004 -7.003065e+000 1.020620e-003
9.174312e-004 -6.993933e+000 1.029988e-003
9.259259e-004 -6.984716e+000 1.039529e-003
9.345794e-004 -6.975414e+000 1.049249e-003
9.433962e-004 -6.966024e+000 1.059152e-003
9.523810e-004 -6.956545e+000 1.069244e-003
9.615385e-004 -6.946976e+000 1.079530e-003
9.708738e-004 -6.937314e+000 1.090016e-003
9.803922e-004 -6.927558e+000 1.100707e-003
9.900990e-004 -6.917706e+000 1.111611e-003
1.000000e-003 -6.907755e+000 1.122732e-003
1.010101e-003 -6.897705e+000 1.134079e-003
1.020408e-003 -6.887553e+000 1.145657e-003
1.030928e-003 -6.877296e+000 1.157474e-003
1.041667e-003 -6.866933e+000 1.169537e-003
1.052632e-003 -6.856462e+000 1.181854e-003
1.063830e-003 -6.845880e+000 1.194433e-003
1.075269e-003 -6.835185e+000 1.207284e-003
1.086957e-003 -6.824374e+000 1.220413e-003
1.098901e-003 -6.813445e+000 1.233832e-003
1.111111e-003 -6.802395e+000 1.247548e-003
1.123596e-003 -6.791221e+000 1.261573e-003
1.136364e-003 -6.779922e+000 1.275917e-003
1.149425e-003 -6.768493e+000 1.290591e-003
1.162791e-003 -6.756932e+000 1.305607e-003
1.176471e-003 -6.745236e+000 1.320976e-003
1.190476e-003 -6.733402e+000 1.336711e-003
1.204819e-003 -6.721426e+000 1.352825e-003
1.219512e-003 -6.709304e+000 1.369333e-003
1.234568e-003 -6.697034e+000 1.386248e-003
1.250000e-003 -6.684612e+000 1.403587e-003
1.265823e-003 -6.672033e+000 1.421365e-003
1.282051e-003 -6.659294e+000 1.439599e-003
1.298701e-003 -6.646391e+000 1.458307e-003
1.315789e-003 -6.633318e+000 1.477508e-003
1.333333e-003 -6.620073e+000 1.497221e-003
1.351351e-003 -6.606650e+000 1.517467e-003
1.369863e-003 -6.593045e+000 1.538268e-003
1.388889e-003 -6.579251e+000 1.559647e-003
1.408451e-003 -6.565265e+000 1.581629e-003
1.428571e-003 -6.551080e+000 1.604239e-003
1.449275e-003 -6.536692e+000 1.627506e-003
1.470588e-003 -6.522093e+000 1.651457e-003
1.492537e-003 -6.507278e+000 1.676123e-003
1.515152e-003 -6.492240e+000 1.701538e-003
1.538462e-003 -6.476972e+000 1.727735e-003
1.562500e-003 -6.461468e+000 1.754752e-003
1.587302e-003 -6.445720e+000 1.782626e-003
1.612903e-003 -6.429719e+000 1.811401e-003
1.639344e-003 -6.413459e+000 1.841120e-003
1.666667e-003 -6.396930e+000 1.871830e-003
1.694915e-003 -6.380123e+000 1.903582e-003
1.724138e-003 -6.363028e+000 1.936430e-003
1.754386e-003 -6.345636e+000 1.970432e-003
1.785714e-003 -6.327937e+000 2.005649e-003
1.818182e-003 -6.309918e+000 2.042148e-003
1.851852e-003 -6.291569e+000 2.079999e-003
1.886792e-003 -6.272877e+000 2.119281e-003
1.923077e-003 -6.253829e+000 2.160074e-003
1.960784e-003 -6.234411e+000 2.202469e-003
2.000000e-003 -6.214608e+000 2.246561e-003
2.040816e-003 -6.194405e+000 2.292455e-003
2.083333e-003 -6.173786e+000 2.340263e-003
2.127660e-003 -6.152733e+000 2.390107e-003
2.173913e-003 -6.131226e+000 2.442121e-003
2.222222e-003 -6.109248e+000 2.496449e-003
2.272727e-003 -6.086775e+000 2.553250e-003
2.325581e-003 -6.063785e+000 2.612695e-003
2.380952e-003 -6.040255e+000 2.674974e-003
2.439024e-003 -6.016157e+000 2.740294e-003
2.500000e-003 -5.991465e+000 2.808885e-003
2.564103e-003 -5.966147e+000 2.880997e-003
2.631579e-003 -5.940171e+000 2.956910e-003
2.702703e-003 -5.913503e+000 3.036931e-003
2.777778e-003 -5.886104e+000 3.121404e-003
2.857143e-003 -5.857933e+000 3.210711e-003
2.941176e-003 -5.828946e+000 3.305278e-003
3.030303e-003 -5.799093e+000 3.405586e-003
3.125000e-003 -5.768321e+000 3.512171e-003
3.225806e-003 -5.736572e+000 3.625644e-003
3.333333e-003 -5.703782e+000 3.746694e-003
3.448276e-003 -5.669881e+000 3.876106e-003
3.571429e-003 -5.634790e+000 4.014778e-003
3.703704e-003 -5.598422e+000 4.163739e-003
3.846154e-003 -5.560682e+000 4.324181e-003
4.000000e-003 -5.521461e+000 4.497482e-003
4.166667e-003 -5.480639e+000 4.685254e-003
4.347826e-003 -5.438079e+000 4.889387e-003
4.545455e-003 -5.393628e+000 5.112119e-003
4.761905e-003 -5.347108e+000 5.356111e-003
5.000000e-003 -5.298317e+000 5.624560e-003
5.263158e-003 -5.247024e+000 5.921337e-003
5.555556e-003 -5.192957e+000 6.251177e-003
5.882353e-003 -5.135798e+000 6.619929e-003
6.250000e-003 -5.075174e+000 7.034910e-003
6.666667e-003 -5.010635e+000 7.505396e-003
7.142857e-003 -4.941642e+000 8.043319e-003
7.692308e-003 -4.867534e+000 8.664296e-003
8.333333e-003 -4.787492e+000 9.389170e-003
9.090909e-003 -4.700480e+000 1.024639e-002
