                       x                        y                        z
 3.831826e+008  6.128299e+007  0.000000e+000
 3.831635e+008  6.176451e+007  0.000000e+000
 3.831442e+008  6.224601e+007  0.000000e+000
 3.831247e+008  6.272749e+007  0.000000e+000
 3.831051e+008  6.320894e+007  0.000000e+000
 3.830854e+008  6.369037e+007  0.000000e+000
 3.830655e+008  6.417177e+007  0.000000e+000
 3.830455e+008  6.465315e+007  0.000000e+000
 3.830253e+008  6.513451e+007  0.000000e+000
 3.830050e+008  6.561584e+007  0.000000e+000
 3.829845e+008  6.609714e+007  0.000000e+000
 3.829639e+008  6.657842e+007  0.000000e+000
 3.829432e+008  6.705967e+007  0.000000e+000
 3.829223e+008  6.754090e+007  0.000000e+000
 3.829012e+008  6.802210e+007  0.000000e+000
 3.828800e+008  6.850328e+007  0.000000e+000
 3.828587e+008  6.898443e+007  0.000000e+000
 3.828372e+008  6.946556e+007  0.000000e+000
 3.828156e+008  6.994665e+007  0.000000e+000
 3.827938e+008  7.042773e+007  0.000000e+000
 3.827719e+008  7.090877e+007  0.000000e+000
 3.827498e+008  7.138979e+007  0.000000e+000
 3.827276e+008  7.187078e+007  0.000000e+000
 3.827052e+008  7.235174e+007  0.000000e+000
 3.826827e+008  7.283268e+007  0.000000e+000
 3.826601e+008  7.331358e+007  0.000000e+000
 3.826373e+008  7.379446e+007  0.000000e+000
 3.826143e+008  7.427532e+007  0.000000e+000
 3.825912e+008  7.475614e+007  0.000000e+000
 3.825680e+008  7.523694e+007  0.000000e+000
 3.825446e+008  7.571770e+007  0.000000e+000
 3.825211e+008  7.619844e+007  0.000000e+000
 3.824974e+008  7.667915e+007  0.000000e+000
 3.824736e+008  7.715983e+007  0.000000e+000
 3.824497e+008  7.764049e+007  0.000000e+000
 3.824256e+008  7.812111e+007  0.000000e+000
 3.824013e+008  7.860170e+007  0.000000e+000
 3.823770e+008  7.908226e+007  0.000000e+000
 3.823524e+008  7.956280e+007  0.000000e+000
 3.823278e+008  8.004330e+007  0.000000e+000
 3.823029e+008  8.052378e+007  0.000000e+000
 3.822780e+008  8.100422e+007  0.000000e+000
 3.822529e+008  8.148463e+007  0.000000e+000
 3.822276e+008  8.196501e+007  0.000000e+000
 3.822022e+008  8.244537e+007  0.000000e+000
 3.821767e+008  8.292569e+007  0.000000e+000
 3.821510e+008  8.340598e+007  0.000000e+000
 3.821252e+008  8.388623e+007  0.000000e+000
 3.820992e+008  8.436646e+007  0.000000e+000
 3.820731e+008  8.484666e+007  0.000000e+000
 3.820469e+008  8.532682e+007  0.000000e+000
 3.820205e+008  8.580695e+007  0.000000e+000
 3.819939e+008  8.628705e+007  0.000000e+000
 3.819673e+008  8.676712e+007  0.000000e+000
 3.819404e+008  8.724715e+007  0.000000e+000
 3.819135e+008  8.772716e+007  0.000000e+000
 3.818864e+008  8.820713e+007  0.000000e+000
 3.818591e+008  8.868706e+007  0.000000e+000
 3.818317e+008  8.916697e+007  0.000000e+000
 3.818042e+008  8.964684e+007  0.000000e+000
 3.817765e+008  9.012667e+007  0.000000e+000
 3.817487e+008  9.060648e+007  0.000000e+000
 3.817207e+008  9.108625e+007  0.000000e+000
 3.816926e+008  9.156598e+007  0.000000e+000
 3.816644e+008  9.204569e+007  0.000000e+000
 3.816360e+008  9.252536e+007  0.000000e+000
 3.816075e+008  9.300499e+007  0.000000e+000
 3.815788e+008  9.348459e+007  0.000000e+000
 3.815500e+008  9.396416e+007  0.000000e+000
 3.815211e+008  9.444369e+007  0.000000e+000
 3.814920e+008  9.492318e+007  0.000000e+000
 3.814627e+008  9.540264e+007  0.000000e+000
 3.814334e+008  9.588207e+007  0.000000e+000
 3.814039e+008  9.636146e+007  0.000000e+000
 3.813742e+008  9.684081e+007  0.000000e+000
 3.813444e+008  9.732013e+007  0.000000e+000
 3.813145e+008  9.779941e+007  0.000000e+000
 3.812844e+008  9.827866e+007  0.000000e+000
 3.812542e+008  9.875787e+007  0.000000e+000
 3.812239e+008  9.923705e+007  0.000000e+000
 3.811934e+008  9.971618e+007  0.000000e+000
 3.811627e+008  1.001953e+008  0.000000e+000
 3.811320e+008  1.006744e+008  0.000000e+000
 3.811010e+008  1.011534e+008  0.000000e+000
 3.810700e+008  1.016324e+008  0.000000e+000
 3.810388e+008  1.021113e+008  0.000000e+000
 3.810075e+008  1.025902e+008  0.000000e+000
 3.809760e+008  1.030691e+008  0.000000e+000
 3.809444e+008  1.035480e+008  0.000000e+000
