           h                   log(h)                     E(h)
2.257336e-004 -8.396155e+000 1.548567e-008
2.262443e-004 -8.393895e+000 1.555584e-008
2.267574e-004 -8.391630e+000 1.562645e-008
2.272727e-004 -8.389360e+000 1.569756e-008
2.277904e-004 -8.387085e+000 1.576916e-008
2.283105e-004 -8.384804e+000 1.584125e-008
2.288330e-004 -8.382518e+000 1.591383e-008
2.293578e-004 -8.380227e+000 1.598694e-008
2.298851e-004 -8.377931e+000 1.606052e-008
2.304147e-004 -8.375630e+000 1.613464e-008
2.309469e-004 -8.373323e+000 1.620919e-008
2.314815e-004 -8.371011e+000 1.628437e-008
2.320186e-004 -8.368693e+000 1.636001e-008
2.325581e-004 -8.366370e+000 1.643616e-008
2.331002e-004 -8.364042e+000 1.651292e-008
2.336449e-004 -8.361708e+000 1.659019e-008
2.341920e-004 -8.359369e+000 1.666793e-008
2.347418e-004 -8.357024e+000 1.674628e-008
2.352941e-004 -8.354674e+000 1.682517e-008
2.358491e-004 -8.352319e+000 1.690463e-008
2.364066e-004 -8.349957e+000 1.698471e-008
2.369668e-004 -8.347590e+000 1.706526e-008
2.375297e-004 -8.345218e+000 1.714645e-008
2.380952e-004 -8.342840e+000 1.722816e-008
2.386635e-004 -8.340456e+000 1.731053e-008
2.392344e-004 -8.338067e+000 1.739341e-008
2.398082e-004 -8.335671e+000 1.747694e-008
2.403846e-004 -8.333270e+000 1.756105e-008
2.409639e-004 -8.330864e+000 1.764581e-008
2.415459e-004 -8.328451e+000 1.773114e-008
2.421308e-004 -8.326033e+000 1.781716e-008
2.427184e-004 -8.323608e+000 1.790372e-008
2.433090e-004 -8.321178e+000 1.799098e-008
2.439024e-004 -8.318742e+000 1.807883e-008
2.444988e-004 -8.316300e+000 1.816736e-008
2.450980e-004 -8.313852e+000 1.825651e-008
2.457002e-004 -8.311398e+000 1.834632e-008
2.463054e-004 -8.308938e+000 1.843684e-008
2.469136e-004 -8.306472e+000 1.852800e-008
2.475248e-004 -8.304000e+000 1.861981e-008
2.481390e-004 -8.301522e+000 1.871231e-008
2.487562e-004 -8.299037e+000 1.880551e-008
2.493766e-004 -8.296547e+000 1.889948e-008
2.500000e-004 -8.294050e+000 1.899410e-008
2.506266e-004 -8.291547e+000 1.908938e-008
2.512563e-004 -8.289037e+000 1.918547e-008
2.518892e-004 -8.286521e+000 1.928223e-008
2.525253e-004 -8.283999e+000 1.937972e-008
2.531646e-004 -8.281471e+000 1.947800e-008
2.538071e-004 -8.278936e+000 1.957699e-008
2.544529e-004 -8.276395e+000 1.967676e-008
2.551020e-004 -8.273847e+000 1.977724e-008
2.557545e-004 -8.271293e+000 1.987853e-008
2.564103e-004 -8.268732e+000 1.998064e-008
2.570694e-004 -8.266164e+000 2.008346e-008
2.577320e-004 -8.263590e+000 2.018713e-008
2.583979e-004 -8.261010e+000 2.029158e-008
2.590674e-004 -8.258422e+000 2.039688e-008
2.597403e-004 -8.255828e+000 2.050295e-008
2.604167e-004 -8.253228e+000 2.060990e-008
2.610966e-004 -8.250620e+000 2.071763e-008
2.617801e-004 -8.248006e+000 2.082628e-008
2.624672e-004 -8.245384e+000 2.093572e-008
2.631579e-004 -8.242756e+000 2.104605e-008
2.638522e-004 -8.240121e+000 2.115728e-008
2.645503e-004 -8.237479e+000 2.126934e-008
2.652520e-004 -8.234830e+000 2.138237e-008
2.659574e-004 -8.232174e+000 2.149625e-008
2.666667e-004 -8.229511e+000 2.161104e-008
2.673797e-004 -8.226841e+000 2.172677e-008
2.680965e-004 -8.224164e+000 2.184339e-008
2.688172e-004 -8.221479e+000 2.196102e-008
2.695418e-004 -8.218787e+000 2.207953e-008
2.702703e-004 -8.216088e+000 2.219906e-008
2.710027e-004 -8.213382e+000 2.231952e-008
2.717391e-004 -8.210668e+000 2.244102e-008
2.724796e-004 -8.207947e+000 2.256350e-008
2.732240e-004 -8.205218e+000 2.268692e-008
2.739726e-004 -8.202482e+000 2.281141e-008
2.747253e-004 -8.199739e+000 2.293693e-008
2.754821e-004 -8.196988e+000 2.306349e-008
2.762431e-004 -8.194229e+000 2.319110e-008
2.770083e-004 -8.191463e+000 2.331972e-008
2.777778e-004 -8.188689e+000 2.344946e-008
2.785515e-004 -8.185907e+000 2.358031e-008
2.793296e-004 -8.183118e+000 2.371222e-008
2.801120e-004 -8.180321e+000 2.384524e-008
2.808989e-004 -8.177516e+000 2.397940e-008
2.816901e-004 -8.174703e+000 2.411466e-008
2.824859e-004 -8.171882e+000 2.425109e-008
2.832861e-004 -8.169053e+000 2.438868e-008
2.840909e-004 -8.166216e+000 2.452748e-008
2.849003e-004 -8.163371e+000 2.466744e-008
2.857143e-004 -8.160518e+000 2.480856e-008
2.865330e-004 -8.157657e+000 2.495094e-008
2.873563e-004 -8.154788e+000 2.509457e-008
2.881844e-004 -8.151910e+000 2.523940e-008
2.890173e-004 -8.149024e+000 2.538549e-008
2.898551e-004 -8.146130e+000 2.553286e-008
2.906977e-004 -8.143227e+000 2.568156e-008
2.915452e-004 -8.140316e+000 2.583152e-008
2.923977e-004 -8.137396e+000 2.598280e-008
2.932551e-004 -8.134468e+000 2.613543e-008
2.941176e-004 -8.131531e+000 2.628939e-008
2.949853e-004 -8.128585e+000 2.644470e-008
2.958580e-004 -8.125631e+000 2.660142e-008
2.967359e-004 -8.122668e+000 2.675950e-008
2.976190e-004 -8.119696e+000 2.691904e-008
2.985075e-004 -8.116716e+000 2.708000e-008
2.994012e-004 -8.113726e+000 2.724240e-008
3.003003e-004 -8.110728e+000 2.740627e-008
3.012048e-004 -8.107720e+000 2.757161e-008
3.021148e-004 -8.104703e+000 2.773843e-008
3.030303e-004 -8.101678e+000 2.790684e-008
3.039514e-004 -8.098643e+000 2.807670e-008
3.048780e-004 -8.095599e+000 2.824820e-008
3.058104e-004 -8.092545e+000 2.842122e-008
3.067485e-004 -8.089482e+000 2.859584e-008
3.076923e-004 -8.086410e+000 2.877207e-008
3.086420e-004 -8.083329e+000 2.894994e-008
3.095975e-004 -8.080237e+000 2.912951e-008
3.105590e-004 -8.077137e+000 2.931073e-008
3.115265e-004 -8.074026e+000 2.949362e-008
3.125000e-004 -8.070906e+000 2.967822e-008
3.134796e-004 -8.067776e+000 2.986461e-008
3.144654e-004 -8.064636e+000 3.005269e-008
3.154574e-004 -8.061487e+000 3.024261e-008
3.164557e-004 -8.058327e+000 3.043434e-008
3.174603e-004 -8.055158e+000 3.062790e-008
3.184713e-004 -8.051978e+000 3.082325e-008
3.194888e-004 -8.048788e+000 3.102055e-008
3.205128e-004 -8.045588e+000 3.121971e-008
3.215434e-004 -8.042378e+000 3.142082e-008
3.225806e-004 -8.039157e+000 3.162383e-008
3.236246e-004 -8.035926e+000 3.182883e-008
3.246753e-004 -8.032685e+000 3.203589e-008
3.257329e-004 -8.029433e+000 3.224490e-008
3.267974e-004 -8.026170e+000 3.245601e-008
3.278689e-004 -8.022897e+000 3.266917e-008
3.289474e-004 -8.019613e+000 3.288448e-008
3.300330e-004 -8.016318e+000 3.310187e-008
3.311258e-004 -8.013012e+000 3.332145e-008
3.322259e-004 -8.009695e+000 3.354325e-008
3.333333e-004 -8.006368e+000 3.376725e-008
3.344482e-004 -8.003029e+000 3.399350e-008
3.355705e-004 -7.999679e+000 3.422199e-008
3.367003e-004 -7.996317e+000 3.445286e-008
3.378378e-004 -7.992945e+000 3.468604e-008
3.389831e-004 -7.989560e+000 3.492159e-008
3.401361e-004 -7.986165e+000 3.515956e-008
3.412969e-004 -7.982758e+000 3.539997e-008
3.424658e-004 -7.979339e+000 3.564283e-008
3.436426e-004 -7.975908e+000 3.588823e-008
3.448276e-004 -7.972466e+000 3.613615e-008
3.460208e-004 -7.969012e+000 3.638667e-008
3.472222e-004 -7.965546e+000 3.663977e-008
3.484321e-004 -7.962067e+000 3.689559e-008
3.496503e-004 -7.958577e+000 3.715401e-008
3.508772e-004 -7.955074e+000 3.741524e-008
3.521127e-004 -7.951559e+000 3.767915e-008
3.533569e-004 -7.948032e+000 3.794594e-008
3.546099e-004 -7.944492e+000 3.821554e-008
3.558719e-004 -7.940940e+000 3.848802e-008
3.571429e-004 -7.937375e+000 3.876343e-008
3.584229e-004 -7.933797e+000 3.904179e-008
3.597122e-004 -7.930206e+000 3.932318e-008
3.610108e-004 -7.926603e+000 3.960759e-008
3.623188e-004 -7.922986e+000 3.989514e-008
3.636364e-004 -7.919356e+000 4.018582e-008
3.649635e-004 -7.915713e+000 4.047965e-008
3.663004e-004 -7.912057e+000 4.077676e-008
3.676471e-004 -7.908387e+000 4.107714e-008
3.690037e-004 -7.904704e+000 4.138086e-008
3.703704e-004 -7.901007e+000 4.168796e-008
3.717472e-004 -7.897296e+000 4.199846e-008
3.731343e-004 -7.893572e+000 4.231249e-008
3.745318e-004 -7.889834e+000 4.263003e-008
3.759398e-004 -7.886081e+000 4.295115e-008
3.773585e-004 -7.882315e+000 4.327591e-008
3.787879e-004 -7.878534e+000 4.360439e-008
3.802281e-004 -7.874739e+000 4.393662e-008
3.816794e-004 -7.870930e+000 4.427263e-008
3.831418e-004 -7.867106e+000 4.461253e-008
3.846154e-004 -7.863267e+000 4.495637e-008
3.861004e-004 -7.859413e+000 4.530419e-008
3.875969e-004 -7.855545e+000 4.565606e-008
3.891051e-004 -7.851661e+000 4.601208e-008
3.906250e-004 -7.847763e+000 4.637226e-008
3.921569e-004 -7.843849e+000 4.673667e-008
3.937008e-004 -7.839919e+000 4.710540e-008
3.952569e-004 -7.835975e+000 4.747851e-008
3.968254e-004 -7.832014e+000 4.785606e-008
3.984064e-004 -7.828038e+000 4.823816e-008
4.000000e-004 -7.824046e+000 4.862483e-008
4.016064e-004 -7.820038e+000 4.901615e-008
4.032258e-004 -7.816014e+000 4.941227e-008
4.048583e-004 -7.811973e+000 4.981317e-008
4.065041e-004 -7.807917e+000 5.021898e-008
4.081633e-004 -7.803843e+000 5.062975e-008
4.098361e-004 -7.799753e+000 5.104561e-008
4.115226e-004 -7.795647e+000 5.146659e-008
4.132231e-004 -7.791523e+000 5.189284e-008
4.149378e-004 -7.787382e+000 5.232436e-008
4.166667e-004 -7.783224e+000 5.276132e-008
4.184100e-004 -7.779049e+000 5.320376e-008
4.201681e-004 -7.774856e+000 5.365178e-008
4.219409e-004 -7.770645e+000 5.410548e-008
4.237288e-004 -7.766417e+000 5.456497e-008
4.255319e-004 -7.762171e+000 5.503036e-008
4.273504e-004 -7.757906e+000 5.550171e-008
4.291845e-004 -7.753624e+000 5.597913e-008
4.310345e-004 -7.749322e+000 5.646276e-008
4.329004e-004 -7.745003e+000 5.695266e-008
4.347826e-004 -7.740664e+000 5.744897e-008
4.366812e-004 -7.736307e+000 5.795181e-008
4.385965e-004 -7.731931e+000 5.846130e-008
4.405286e-004 -7.727535e+000 5.897748e-008
4.424779e-004 -7.723120e+000 5.950058e-008
4.444444e-004 -7.718685e+000 6.003063e-008
4.464286e-004 -7.714231e+000 6.056781e-008
4.484305e-004 -7.709757e+000 6.111225e-008
4.504505e-004 -7.705262e+000 6.166406e-008
4.524887e-004 -7.700748e+000 6.222336e-008
4.545455e-004 -7.696213e+000 6.279031e-008
4.566210e-004 -7.691657e+000 6.336505e-008
4.587156e-004 -7.687080e+000 6.394773e-008
4.608295e-004 -7.682482e+000 6.453844e-008
4.629630e-004 -7.677864e+000 6.513741e-008
4.651163e-004 -7.673223e+000 6.574476e-008
4.672897e-004 -7.668561e+000 6.636063e-008
4.694836e-004 -7.663877e+000 6.698521e-008
4.716981e-004 -7.659171e+000 6.761861e-008
4.739336e-004 -7.654443e+000 6.826109e-008
4.761905e-004 -7.649693e+000 6.891272e-008
4.784689e-004 -7.644919e+000 6.957377e-008
4.807692e-004 -7.640123e+000 7.024434e-008
4.830918e-004 -7.635304e+000 7.092466e-008
4.854369e-004 -7.630461e+000 7.161492e-008
4.878049e-004 -7.625595e+000 7.231532e-008
4.901961e-004 -7.620705e+000 7.302604e-008
4.926108e-004 -7.615791e+000 7.374726e-008
4.950495e-004 -7.610853e+000 7.447925e-008
4.975124e-004 -7.605890e+000 7.522219e-008
5.000000e-004 -7.600902e+000 7.597631e-008
5.025126e-004 -7.595890e+000 7.674177e-008
5.050505e-004 -7.590852e+000 7.751893e-008
5.076142e-004 -7.585789e+000 7.830790e-008
5.102041e-004 -7.580700e+000 7.910901e-008
5.128205e-004 -7.575585e+000 7.992245e-008
5.154639e-004 -7.570443e+000 8.074852e-008
5.181347e-004 -7.565275e+000 8.158745e-008
5.208333e-004 -7.560080e+000 8.243955e-008
5.235602e-004 -7.554859e+000 8.330504e-008
5.263158e-004 -7.549609e+000 8.418424e-008
5.291005e-004 -7.544332e+000 8.507745e-008
5.319149e-004 -7.539027e+000 8.598493e-008
5.347594e-004 -7.533694e+000 8.690702e-008
5.376344e-004 -7.528332e+000 8.784402e-008
5.405405e-004 -7.522941e+000 8.879624e-008
5.434783e-004 -7.517521e+000 8.976405e-008
5.464481e-004 -7.512071e+000 9.074776e-008
5.494505e-004 -7.506592e+000 9.174771e-008
5.524862e-004 -7.501082e+000 9.276431e-008
5.555556e-004 -7.495542e+000 9.379788e-008
5.586592e-004 -7.489971e+000 9.484882e-008
5.617978e-004 -7.484369e+000 9.591754e-008
5.649718e-004 -7.478735e+000 9.700442e-008
5.681818e-004 -7.473069e+000 9.810987e-008
5.714286e-004 -7.467371e+000 9.923433e-008
5.747126e-004 -7.461640e+000 1.003782e-007
5.780347e-004 -7.455877e+000 1.015420e-007
5.813953e-004 -7.450080e+000 1.027262e-007
5.847953e-004 -7.444249e+000 1.039312e-007
5.882353e-004 -7.438384e+000 1.051575e-007
5.917160e-004 -7.432484e+000 1.064056e-007
5.952381e-004 -7.426549e+000 1.076761e-007
5.988024e-004 -7.420579e+000 1.089695e-007
6.024096e-004 -7.414573e+000 1.102864e-007
6.060606e-004 -7.408531e+000 1.116272e-007
6.097561e-004 -7.402452e+000 1.129927e-007
6.134969e-004 -7.396335e+000 1.143834e-007
6.172840e-004 -7.390181e+000 1.157999e-007
6.211180e-004 -7.383989e+000 1.172428e-007
6.250000e-004 -7.377759e+000 1.187130e-007
6.289308e-004 -7.371489e+000 1.202109e-007
6.329114e-004 -7.365180e+000 1.217374e-007
6.369427e-004 -7.358831e+000 1.232931e-007
6.410256e-004 -7.352441e+000 1.248788e-007
6.451613e-004 -7.346010e+000 1.264954e-007
6.493506e-004 -7.339538e+000 1.281435e-007
6.535948e-004 -7.333023e+000 1.298241e-007
6.578947e-004 -7.326466e+000 1.315379e-007
6.622517e-004 -7.319865e+000 1.332859e-007
6.666667e-004 -7.313220e+000 1.350689e-007
6.711409e-004 -7.306531e+000 1.368881e-007
6.756757e-004 -7.299797e+000 1.387441e-007
6.802721e-004 -7.293018e+000 1.406382e-007
6.849315e-004 -7.286192e+000 1.425714e-007
6.896552e-004 -7.279319e+000 1.445446e-007
6.944444e-004 -7.272398e+000 1.465592e-007
6.993007e-004 -7.265430e+000 1.486161e-007
7.042254e-004 -7.258412e+000 1.507167e-007
7.092199e-004 -7.251345e+000 1.528621e-007
7.142857e-004 -7.244228e+000 1.550537e-007
7.194245e-004 -7.237059e+000 1.572927e-007
7.246377e-004 -7.229839e+000 1.595805e-007
7.299270e-004 -7.222566e+000 1.619187e-007
7.352941e-004 -7.215240e+000 1.643086e-007
7.407407e-004 -7.207860e+000 1.667518e-007
7.462687e-004 -7.200425e+000 1.692499e-007
7.518797e-004 -7.192934e+000 1.718046e-007
7.575758e-004 -7.185387e+000 1.744176e-007
7.633588e-004 -7.177782e+000 1.770906e-007
7.692308e-004 -7.170120e+000 1.798256e-007
7.751938e-004 -7.162397e+000 1.826243e-007
7.812500e-004 -7.154615e+000 1.854890e-007
7.874016e-004 -7.146772e+000 1.884216e-007
7.936508e-004 -7.138867e+000 1.914243e-007
8.000000e-004 -7.130899e+000 1.944993e-007
8.064516e-004 -7.122867e+000 1.976490e-007
8.130081e-004 -7.114769e+000 2.008759e-007
8.196721e-004 -7.106606e+000 2.041824e-007
8.264463e-004 -7.098376e+000 2.075713e-007
8.333333e-004 -7.090077e+000 2.110452e-007
8.403361e-004 -7.081709e+000 2.146072e-007
8.474576e-004 -7.073270e+000 2.182600e-007
8.547009e-004 -7.064759e+000 2.220068e-007
8.620690e-004 -7.056175e+000 2.258511e-007
8.695652e-004 -7.047517e+000 2.297959e-007
8.771930e-004 -7.038784e+000 2.338452e-007
8.849558e-004 -7.029973e+000 2.380023e-007
8.928571e-004 -7.021084e+000 2.422714e-007
9.009009e-004 -7.012115e+000 2.466563e-007
9.090909e-004 -7.003065e+000 2.511613e-007
9.174312e-004 -6.993933e+000 2.557910e-007
9.259259e-004 -6.984716e+000 2.605497e-007
9.345794e-004 -6.975414e+000 2.654426e-007
9.433962e-004 -6.966024e+000 2.704745e-007
9.523810e-004 -6.956545e+000 2.756510e-007
9.615385e-004 -6.946976e+000 2.809775e-007
9.708738e-004 -6.937314e+000 2.864598e-007
9.803922e-004 -6.927558e+000 2.921042e-007
9.900990e-004 -6.917706e+000 2.979170e-007
1.000000e-003 -6.907755e+000 3.039052e-007
1.010101e-003 -6.897705e+000 3.100757e-007
1.020408e-003 -6.887553e+000 3.164361e-007
1.030928e-003 -6.877296e+000 3.229942e-007
1.041667e-003 -6.866933e+000 3.297582e-007
1.052632e-003 -6.856462e+000 3.367371e-007
1.063830e-003 -6.845880e+000 3.439397e-007
1.075269e-003 -6.835185e+000 3.513762e-007
1.086957e-003 -6.824374e+000 3.590562e-007
1.098901e-003 -6.813445e+000 3.669910e-007
1.111111e-003 -6.802395e+000 3.751917e-007
1.123596e-003 -6.791221e+000 3.836702e-007
1.136364e-003 -6.779922e+000 3.924397e-007
1.149425e-003 -6.768493e+000 4.015129e-007
1.162791e-003 -6.756932e+000 4.109049e-007
1.176471e-003 -6.745236e+000 4.206300e-007
1.190476e-003 -6.733402e+000 4.307048e-007
1.204819e-003 -6.721426e+000 4.411457e-007
1.219512e-003 -6.709304e+000 4.519709e-007
1.234568e-003 -6.697034e+000 4.631997e-007
1.250000e-003 -6.684612e+000 4.748518e-007
1.265823e-003 -6.672033e+000 4.869497e-007
1.282051e-003 -6.659294e+000 4.995154e-007
1.298701e-003 -6.646391e+000 5.125743e-007
1.315789e-003 -6.633318e+000 5.261518e-007
1.333333e-003 -6.620073e+000 5.402760e-007
1.351351e-003 -6.606650e+000 5.549769e-007
1.369863e-003 -6.593045e+000 5.702855e-007
1.388889e-003 -6.579251e+000 5.862372e-007
1.408451e-003 -6.565265e+000 6.028668e-007
1.428571e-003 -6.551080e+000 6.202150e-007
1.449275e-003 -6.536692e+000 6.383224e-007
1.470588e-003 -6.522093e+000 6.572346e-007
1.492537e-003 -6.507278e+000 6.770002e-007
1.515152e-003 -6.492240e+000 6.976703e-007
1.538462e-003 -6.476972e+000 7.193028e-007
1.562500e-003 -6.461468e+000 7.419560e-007
1.587302e-003 -6.445720e+000 7.656977e-007
1.612903e-003 -6.429719e+000 7.905966e-007
1.639344e-003 -6.413459e+000 8.167303e-007
1.666667e-003 -6.396930e+000 8.441817e-007
1.694915e-003 -6.380123e+000 8.730400e-007
1.724138e-003 -6.363028e+000 9.034051e-007
1.754386e-003 -6.345636e+000 9.353806e-007
1.785714e-003 -6.327937e+000 9.690864e-007
1.818182e-003 -6.309918e+000 1.004646e-006
1.851852e-003 -6.291569e+000 1.042200e-006
1.886792e-003 -6.272877e+000 1.081899e-006
1.923077e-003 -6.253829e+000 1.123910e-006
1.960784e-003 -6.234411e+000 1.168418e-006
2.000000e-003 -6.214608e+000 1.215621e-006
2.040816e-003 -6.194405e+000 1.265746e-006
2.083333e-003 -6.173786e+000 1.319034e-006
2.127660e-003 -6.152733e+000 1.375761e-006
2.173913e-003 -6.131226e+000 1.436227e-006
2.222222e-003 -6.109248e+000 1.500767e-006
2.272727e-003 -6.086775e+000 1.569761e-006
2.325581e-003 -6.063785e+000 1.643619e-006
2.380952e-003 -6.040255e+000 1.722822e-006
2.439024e-003 -6.016157e+000 1.807885e-006
2.500000e-003 -5.991465e+000 1.899411e-006
2.564103e-003 -5.966147e+000 1.998066e-006
2.631579e-003 -5.940171e+000 2.104609e-006
2.702703e-003 -5.913503e+000 2.219912e-006
2.777778e-003 -5.886104e+000 2.344946e-006
2.857143e-003 -5.857933e+000 2.480866e-006
2.941176e-003 -5.828946e+000 2.628941e-006
3.030303e-003 -5.799093e+000 2.790689e-006
3.125000e-003 -5.768321e+000 2.967833e-006
3.225806e-003 -5.736572e+000 3.162391e-006
3.333333e-003 -5.703782e+000 3.376739e-006
3.448276e-003 -5.669881e+000 3.613616e-006
3.571429e-003 -5.634790e+000 3.876361e-006
3.703704e-003 -5.598422e+000 4.168804e-006
3.846154e-003 -5.560682e+000 4.495661e-006
4.000000e-003 -5.521461e+000 4.862506e-006
4.166667e-003 -5.480639e+000 5.276150e-006
4.347826e-003 -5.438079e+000 5.744941e-006
4.545455e-003 -5.393628e+000 6.279033e-006
4.761905e-003 -5.347108e+000 6.891337e-006
5.000000e-003 -5.298317e+000 7.597655e-006
5.263158e-003 -5.247024e+000 8.418507e-006
5.555556e-003 -5.192957e+000 9.379875e-006
5.882353e-003 -5.135798e+000 1.051583e-005
6.250000e-003 -5.075174e+000 1.187148e-005
6.666667e-003 -5.010635e+000 1.350692e-005
7.142857e-003 -4.941642e+000 1.550569e-005
7.692308e-003 -4.867534e+000 1.798268e-005
8.333333e-003 -4.787492e+000 2.110505e-005
9.090909e-003 -4.700480e+000 2.511673e-005
