           t                        v                        x
 2.697000e+001 -1.390014e+000  3.758711e-001
 2.698000e+001 -1.398315e+000  3.619287e-001
 2.699000e+001 -1.406300e+000  3.479048e-001
 2.700000e+001 -1.413969e+000  3.338027e-001
 2.701000e+001 -1.421321e+000  3.196254e-001
 2.702000e+001 -1.428352e+000  3.053763e-001
 2.703000e+001 -1.435062e+000  2.910584e-001
 2.704000e+001 -1.441449e+000  2.766750e-001
 2.705000e+001 -1.447511e+000  2.622294e-001
 2.706000e+001 -1.453248e+000  2.477248e-001
 2.707000e+001 -1.458658e+000  2.331644e-001
 2.708000e+001 -1.463740e+000  2.185516e-001
 2.709000e+001 -1.468493e+000  2.038896e-001
 2.710000e+001 -1.472915e+000  1.891818e-001
 2.711000e+001 -1.477005e+000  1.744313e-001
 2.712000e+001 -1.480764e+000  1.596417e-001
 2.713000e+001 -1.484189e+000  1.448161e-001
 2.714000e+001 -1.487280e+000  1.299579e-001
 2.715000e+001 -1.490037e+000  1.150705e-001
 2.716000e+001 -1.492458e+000  1.001572e-001
 2.717000e+001 -1.494543e+000  8.522132e-002
 2.718000e+001 -1.496293e+000  7.026630e-002
 2.719000e+001 -1.497705e+000  5.529547e-002
 2.720000e+001 -1.498781e+000  4.031220e-002
 2.721000e+001 -1.499519e+000  2.531985e-002
 2.722000e+001 -1.499920e+000  1.032181e-002
 2.723000e+001 -1.499984e+000 -4.678549e-003
 2.724000e+001 -1.499710e+000 -1.967786e-002
 2.725000e+001 -1.499098e+000 -3.467274e-002
 2.726000e+001 -1.498149e+000 -4.965982e-002
 2.727000e+001 -1.496864e+000 -6.463573e-002
 2.728000e+001 -1.495241e+000 -7.959709e-002
 2.729000e+001 -1.493282e+000 -9.454055e-002
 2.730000e+001 -1.490987e+000 -1.094627e-001
 2.731000e+001 -1.488356e+000 -1.243603e-001
 2.732000e+001 -1.485391e+000 -1.392299e-001
 2.733000e+001 -1.482091e+000 -1.540681e-001
 2.734000e+001 -1.478458e+000 -1.688717e-001
 2.735000e+001 -1.474493e+000 -1.836373e-001
 2.736000e+001 -1.470195e+000 -1.983615e-001
 2.737000e+001 -1.465567e+000 -2.130412e-001
 2.738000e+001 -1.460609e+000 -2.276729e-001
 2.739000e+001 -1.455322e+000 -2.422533e-001
 2.740000e+001 -1.449708e+000 -2.567793e-001
 2.741000e+001 -1.443768e+000 -2.712475e-001
 2.742000e+001 -1.437503e+000 -2.856547e-001
 2.743000e+001 -1.430914e+000 -2.999976e-001
 2.744000e+001 -1.424003e+000 -3.142729e-001
 2.745000e+001 -1.416772e+000 -3.284776e-001
 2.746000e+001 -1.409223e+000 -3.426084e-001
 2.747000e+001 -1.401356e+000 -3.566621e-001
 2.748000e+001 -1.393174e+000 -3.706355e-001
 2.749000e+001 -1.384678e+000 -3.845256e-001
 2.750000e+001 -1.375871e+000 -3.983291e-001
 2.751000e+001 -1.366754e+000 -4.120430e-001
 2.752000e+001 -1.357330e+000 -4.256642e-001
 2.753000e+001 -1.347601e+000 -4.391896e-001
 2.754000e+001 -1.337568e+000 -4.526162e-001
 2.755000e+001 -1.327234e+000 -4.659409e-001
 2.756000e+001 -1.316602e+000 -4.791609e-001
 2.757000e+001 -1.305673e+000 -4.922730e-001
 2.758000e+001 -1.294451e+000 -5.052743e-001
 2.759000e+001 -1.282937e+000 -5.181620e-001
 2.760000e+001 -1.271135e+000 -5.309331e-001
 2.761000e+001 -1.259046e+000 -5.435847e-001
 2.762000e+001 -1.246675e+000 -5.561140e-001
 2.763000e+001 -1.234023e+000 -5.685182e-001
 2.764000e+001 -1.221093e+000 -5.807944e-001
 2.765000e+001 -1.207888e+000 -5.929400e-001
 2.766000e+001 -1.194412e+000 -6.049522e-001
 2.767000e+001 -1.180667e+000 -6.168283e-001
 2.768000e+001 -1.166656e+000 -6.285656e-001
 2.769000e+001 -1.152383e+000 -6.401614e-001
 2.770000e+001 -1.137851e+000 -6.516132e-001
 2.771000e+001 -1.123062e+000 -6.629184e-001
 2.772000e+001 -1.108021e+000 -6.740745e-001
 2.773000e+001 -1.092731e+000 -6.850788e-001
 2.774000e+001 -1.077194e+000 -6.959291e-001
 2.775000e+001 -1.061416e+000 -7.066227e-001
 2.776000e+001 -1.045398e+000 -7.171574e-001
 2.777000e+001 -1.029145e+000 -7.275307e-001
 2.778000e+001 -1.012661e+000 -7.377403e-001
 2.779000e+001 -9.959488e-001 -7.477839e-001
 2.780000e+001 -9.790126e-001 -7.576593e-001
 2.781000e+001 -9.618561e-001 -7.673642e-001
 2.782000e+001 -9.444831e-001 -7.768964e-001
 2.783000e+001 -9.268977e-001 -7.862538e-001
 2.784000e+001 -9.091037e-001 -7.954343e-001
 2.785000e+001 -8.911052e-001 -8.044359e-001
 2.786000e+001 -8.729061e-001 -8.132564e-001
 2.787000e+001 -8.545107e-001 -8.218940e-001
 2.788000e+001 -8.359230e-001 -8.303467e-001
 2.789000e+001 -8.171472e-001 -8.386125e-001
 2.790000e+001 -7.981875e-001 -8.466896e-001
 2.791000e+001 -7.790483e-001 -8.545762e-001
 2.792000e+001 -7.597338e-001 -8.622706e-001
 2.793000e+001 -7.402483e-001 -8.697709e-001
 2.794000e+001 -7.205963e-001 -8.770755e-001
 2.795000e+001 -7.007821e-001 -8.841828e-001
 2.796000e+001 -6.808103e-001 -8.910912e-001
 2.797000e+001 -6.606853e-001 -8.977990e-001
 2.798000e+001 -6.404116e-001 -9.043049e-001
 2.799000e+001 -6.199939e-001 -9.106073e-001
 2.800000e+001 -5.994366e-001 -9.167048e-001
 2.801000e+001 -5.787445e-001 -9.225960e-001
 2.802000e+001 -5.579221e-001 -9.282796e-001
 2.803000e+001 -5.369742e-001 -9.337544e-001
 2.804000e+001 -5.159055e-001 -9.390191e-001
 2.805000e+001 -4.947207e-001 -9.440725e-001
 2.806000e+001 -4.734246e-001 -9.489135e-001
 2.807000e+001 -4.520220e-001 -9.535410e-001
 2.808000e+001 -4.305177e-001 -9.579540e-001
 2.809000e+001 -4.089165e-001 -9.621514e-001
 2.810000e+001 -3.872233e-001 -9.661323e-001
 2.811000e+001 -3.654430e-001 -9.698959e-001
 2.812000e+001 -3.435805e-001 -9.734412e-001
 2.813000e+001 -3.216406e-001 -9.767675e-001
 2.814000e+001 -2.996284e-001 -9.798740e-001
 2.815000e+001 -2.775488e-001 -9.827600e-001
 2.816000e+001 -2.554067e-001 -9.854250e-001
 2.817000e+001 -2.332072e-001 -9.878682e-001
 2.818000e+001 -2.109551e-001 -9.900891e-001
 2.819000e+001 -1.886556e-001 -9.920873e-001
 2.820000e+001 -1.663137e-001 -9.938622e-001
 2.821000e+001 -1.439344e-001 -9.954135e-001
 2.822000e+001 -1.215226e-001 -9.967409e-001
 2.823000e+001 -9.908355e-002 -9.978440e-001
 2.824000e+001 -7.662217e-002 -9.987226e-001
 2.825000e+001 -5.414356e-002 -9.993764e-001
 2.826000e+001 -3.165276e-002 -9.998055e-001
 2.827000e+001 -9.154843e-003 -1.000010e+000
 2.828000e+001  1.334514e-002 -9.999885e-001
 2.829000e+001  3.584211e-002 -9.997426e-001
 2.830000e+001  5.833102e-002 -9.992717e-001
 2.831000e+001  8.080681e-002 -9.985760e-001
 2.832000e+001  1.032644e-001 -9.976556e-001
 2.833000e+001  1.256988e-001 -9.965107e-001
 2.834000e+001  1.481049e-001 -9.951416e-001
 2.835000e+001  1.704776e-001 -9.935486e-001
 2.836000e+001  1.928120e-001 -9.917320e-001
 2.837000e+001  2.151031e-001 -9.896924e-001
 2.838000e+001  2.373457e-001 -9.874300e-001
 2.839000e+001  2.595349e-001 -9.849454e-001
 2.840000e+001  2.816657e-001 -9.822393e-001
 2.841000e+001  3.037332e-001 -9.793121e-001
 2.842000e+001  3.257323e-001 -9.761646e-001
 2.843000e+001  3.476581e-001 -9.727975e-001
 2.844000e+001  3.695057e-001 -9.692115e-001
 2.845000e+001  3.912702e-001 -9.654074e-001
 2.846000e+001  4.129466e-001 -9.613861e-001
 2.847000e+001  4.345301e-001 -9.571484e-001
 2.848000e+001  4.560159e-001 -9.526954e-001
 2.849000e+001  4.773990e-001 -9.480281e-001
 2.850000e+001  4.986747e-001 -9.431475e-001
 2.851000e+001  5.198383e-001 -9.380546e-001
 2.852000e+001  5.408848e-001 -9.327507e-001
 2.853000e+001  5.618097e-001 -9.272369e-001
 2.854000e+001  5.826081e-001 -9.215145e-001
 2.855000e+001  6.032755e-001 -9.155848e-001
 2.856000e+001  6.238071e-001 -9.094490e-001
 2.857000e+001  6.441984e-001 -9.031086e-001
 2.858000e+001  6.644447e-001 -8.965650e-001
 2.859000e+001  6.845416e-001 -8.898197e-001
 2.860000e+001  7.044844e-001 -8.828742e-001
 2.861000e+001  7.242687e-001 -8.757300e-001
 2.862000e+001  7.438900e-001 -8.683888e-001
 2.863000e+001  7.633440e-001 -8.608522e-001
 2.864000e+001  7.826262e-001 -8.531219e-001
 2.865000e+001  8.017323e-001 -8.451997e-001
 2.866000e+001  8.206580e-001 -8.370873e-001
 2.867000e+001  8.393991e-001 -8.287865e-001
 2.868000e+001  8.579513e-001 -8.202993e-001
 2.869000e+001  8.763105e-001 -8.116275e-001
 2.870000e+001  8.944725e-001 -8.027731e-001
 2.871000e+001  9.124333e-001 -7.937381e-001
 2.872000e+001  9.301887e-001 -7.845244e-001
 2.873000e+001  9.477349e-001 -7.751343e-001
 2.874000e+001  9.650678e-001 -7.655697e-001
 2.875000e+001  9.821836e-001 -7.558329e-001
 2.876000e+001  9.990784e-001 -7.459261e-001
 2.877000e+001  1.015748e+000 -7.358514e-001
 2.878000e+001  1.032190e+000 -7.256111e-001
 2.879000e+001  1.048399e+000 -7.152076e-001
 2.880000e+001  1.064372e+000 -7.046431e-001
 2.881000e+001  1.080106e+000 -6.939201e-001
 2.882000e+001  1.095597e+000 -6.830410e-001
 2.883000e+001  1.110841e+000 -6.720082e-001
 2.884000e+001  1.125836e+000 -6.608242e-001
 2.885000e+001  1.140577e+000 -6.494915e-001
 2.886000e+001  1.155061e+000 -6.380126e-001
 2.887000e+001  1.169286e+000 -6.263903e-001
 2.888000e+001  1.183247e+000 -6.146269e-001
 2.889000e+001  1.196942e+000 -6.027253e-001
 2.890000e+001  1.210368e+000 -5.906881e-001
 2.891000e+001  1.223522e+000 -5.785179e-001
 2.892000e+001  1.236400e+000 -5.662176e-001
 2.893000e+001  1.249000e+000 -5.537899e-001
 2.894000e+001  1.261319e+000 -5.412376e-001
 2.895000e+001  1.273354e+000 -5.285636e-001
 2.896000e+001  1.285103e+000 -5.157706e-001
 2.897000e+001  1.296563e+000 -5.028615e-001
 2.898000e+001  1.307731e+000 -4.898393e-001
 2.899000e+001  1.318604e+000 -4.767069e-001
 2.900000e+001  1.329181e+000 -4.634672e-001
 2.901000e+001  1.339459e+000 -4.501233e-001
 2.902000e+001  1.349436e+000 -4.366780e-001
 2.903000e+001  1.359109e+000 -4.231345e-001
 2.904000e+001  1.368476e+000 -4.094959e-001
 2.905000e+001  1.377535e+000 -3.957650e-001
 2.906000e+001  1.386284e+000 -3.819452e-001
 2.907000e+001  1.394721e+000 -3.680393e-001
 2.908000e+001  1.402845e+000 -3.540507e-001
 2.909000e+001  1.410653e+000 -3.399824e-001
 2.910000e+001  1.418143e+000 -3.258377e-001
 2.911000e+001  1.425315e+000 -3.116196e-001
 2.912000e+001  1.432165e+000 -2.973314e-001
 2.913000e+001  1.438694e+000 -2.829763e-001
 2.914000e+001  1.444899e+000 -2.685575e-001
 2.915000e+001  1.450778e+000 -2.540783e-001
 2.916000e+001  1.456332e+000 -2.395419e-001
 2.917000e+001  1.461557e+000 -2.249517e-001
 2.918000e+001  1.466454e+000 -2.103108e-001
 2.919000e+001  1.471021e+000 -1.956226e-001
 2.920000e+001  1.475256e+000 -1.808904e-001
 2.921000e+001  1.479160e+000 -1.661175e-001
 2.922000e+001  1.482731e+000 -1.513072e-001
 2.923000e+001  1.485969e+000 -1.364628e-001
 2.924000e+001  1.488872e+000 -1.215878e-001
 2.925000e+001  1.491440e+000 -1.066854e-001
 2.926000e+001  1.493672e+000 -9.175901e-002
 2.927000e+001  1.495569e+000 -7.681196e-002
 2.928000e+001  1.497129e+000 -6.184764e-002
 2.929000e+001  1.498352e+000 -4.686939e-002
 2.930000e+001  1.499238e+000 -3.188060e-002
 2.931000e+001  1.499786e+000 -1.688464e-002
 2.932000e+001  1.499997e+000 -1.884879e-003
 2.933000e+001  1.499871e+000  1.311531e-002
 2.934000e+001  1.499407e+000  2.811254e-002
 2.935000e+001  1.498606e+000  4.310345e-002
 2.936000e+001  1.497468e+000  5.808466e-002
 2.937000e+001  1.495992e+000  7.305280e-002
 2.938000e+001  1.494180e+000  8.800451e-002
 2.939000e+001  1.492032e+000  1.029364e-001
 2.940000e+001  1.489549e+000  1.178452e-001
 2.941000e+001  1.486730e+000  1.327274e-001
 2.942000e+001  1.483576e+000  1.475797e-001
 2.943000e+001  1.480089e+000  1.623989e-001
 2.944000e+001  1.476269e+000  1.771815e-001
 2.945000e+001  1.472116e+000  1.919243e-001
 2.946000e+001  1.467633e+000  2.066238e-001
 2.947000e+001  1.462819e+000  2.212769e-001
 2.948000e+001  1.457676e+000  2.358802e-001
 2.949000e+001  1.452205e+000  2.504304e-001
 2.950000e+001  1.446407e+000  2.649243e-001
 2.951000e+001  1.440284e+000  2.793586e-001
 2.952000e+001  1.433836e+000  2.937300e-001
 2.953000e+001  1.427067e+000  3.080353e-001
 2.954000e+001  1.419976e+000  3.222713e-001
 2.955000e+001  1.412565e+000  3.364348e-001
 2.956000e+001  1.404837e+000  3.505226e-001
 2.957000e+001  1.396793e+000  3.645316e-001
 2.958000e+001  1.388434e+000  3.784585e-001
 2.959000e+001  1.379763e+000  3.923002e-001
 2.960000e+001  1.370781e+000  4.060537e-001
 2.961000e+001  1.361492e+000  4.197159e-001
 2.962000e+001  1.351895e+000  4.332836e-001
 2.963000e+001  1.341995e+000  4.467538e-001
 2.964000e+001  1.331792e+000  4.601235e-001
 2.965000e+001  1.321290e+000  4.733896e-001
 2.966000e+001  1.310491e+000  4.865493e-001
 2.967000e+001  1.299397e+000  4.995994e-001
 2.968000e+001  1.288010e+000  5.125372e-001
 2.969000e+001  1.276334e+000  5.253597e-001
 2.970000e+001  1.264371e+000  5.380639e-001
 2.971000e+001  1.252123e+000  5.506471e-001
 2.972000e+001  1.239593e+000  5.631063e-001
 2.973000e+001  1.226784e+000  5.754389e-001
 2.974000e+001  1.213700e+000  5.876420e-001
 2.975000e+001  1.200342e+000  5.997129e-001
 2.976000e+001  1.186714e+000  6.116489e-001
 2.977000e+001  1.172819e+000  6.234472e-001
 2.978000e+001  1.158660e+000  6.351052e-001
 2.979000e+001  1.144241e+000  6.466204e-001
 2.980000e+001  1.129564e+000  6.579901e-001
 2.981000e+001  1.114633e+000  6.692117e-001
 2.982000e+001  1.099451e+000  6.802827e-001
 2.983000e+001  1.084022e+000  6.912007e-001
 2.984000e+001  1.068349e+000  7.019632e-001
 2.985000e+001  1.052436e+000  7.125677e-001
 2.986000e+001  1.036285e+000  7.230119e-001
 2.987000e+001  1.019902e+000  7.332934e-001
 2.988000e+001  1.003289e+000  7.434099e-001
 2.989000e+001  9.864503e-001  7.533592e-001
 2.990000e+001  9.693897e-001  7.631389e-001
 2.991000e+001  9.521110e-001  7.727470e-001
 2.992000e+001  9.346180e-001  7.821811e-001
 2.993000e+001  9.169148e-001  7.914393e-001
 2.994000e+001  8.990053e-001  8.005194e-001
 2.995000e+001  8.808935e-001  8.094194e-001
 2.996000e+001  8.625835e-001  8.181373e-001
 2.997000e+001  8.440794e-001  8.266711e-001
 2.998000e+001  8.253853e-001  8.350189e-001
 2.999000e+001  8.065056e-001  8.431788e-001
 3.000000e+001  7.874444e-001  8.511490e-001
